Id,Manufacturer,RAM_Name,Memory_Type,Speed,Capacity
1329,G.SKILL,G.Skill Ripjaws,DDR4,2666,4.00000
1332,G.SKILL,G.Skill Ripjaws,DDR4,2666,8.00000
1338,G.SKILL,G.Skill Ripjaws,DDR4,2666,16.00000
1344,G.SKILL,G.Skill Ripjaws,DDR4,2666,32.00000
1333,G.SKILL,G.Skill Ripjaws,DDR4,2800,8.00000
1339,G.SKILL,G.Skill Ripjaws,DDR4,2800,16.00000
1345,G.SKILL,G.Skill Ripjaws,DDR4,2800,32.00000
1350,G.SKILL,G.Skill Ripjaws,DDR4,2800,64.00000
1334,G.SKILL,G.Skill Ripjaws,DDR4,3000,8.00000
1340,G.SKILL,G.Skill Ripjaws,DDR4,3000,16.00000
1346,G.SKILL,G.Skill Ripjaws,DDR4,3000,32.00000
1335,G.SKILL,G.Skill Ripjaws,DDR4,3200,8.00000
1341,G.SKILL,G.Skill Ripjaws,DDR4,3200,16.00000
1347,G.SKILL,G.Skill Ripjaws,DDR4,3200,32.00000
1352,G.SKILL,G.Skill Ripjaws 4,DDR4,2133,8.00000
1358,G.SKILL,G.Skill Ripjaws 4,DDR4,2133,16.00000
1367,G.SKILL,G.Skill Ripjaws 4,DDR4,2133,32.00000
1372,G.SKILL,G.Skill Ripjaws 4,DDR4,2133,64.00000
1351,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,4.00000
1353,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,8.00000
1359,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,16.00000
1368,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,32.00000
1373,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,64.00000
1376,G.SKILL,G.Skill Ripjaws 4,DDR4,2400,128.00000
1354,G.SKILL,G.Skill Ripjaws 4,DDR4,2666,8.00000
1360,G.SKILL,G.Skill Ripjaws 4,DDR4,2666,16.00000
1369,G.SKILL,G.Skill Ripjaws 4,DDR4,2666,32.00000
1374,G.SKILL,G.Skill Ripjaws 4,DDR4,2666,64.00000
1355,G.SKILL,G.Skill Ripjaws 4,DDR4,2800,8.00000
1361,G.SKILL,G.Skill Ripjaws 4,DDR4,2800,16.00000
1370,G.SKILL,G.Skill Ripjaws 4,DDR4,2800,32.00000
1375,G.SKILL,G.Skill Ripjaws 4,DDR4,2800,64.00000
1377,G.SKILL,G.Skill Ripjaws 4,DDR4,2800,128.00000
1356,G.SKILL,G.Skill Ripjaws 4,DDR4,3000,8.00000
1362,G.SKILL,G.Skill Ripjaws 4,DDR4,3000,16.00000
1371,G.SKILL,G.Skill Ripjaws 4,DDR4,3000,32.00000
1357,G.SKILL,G.Skill Ripjaws 4,DDR4,3200,8.00000
1363,G.SKILL,G.Skill Ripjaws 4,DDR4,3200,16.00000
1364,G.SKILL,G.Skill Ripjaws 4,DDR4,3300,16.00000
1365,G.SKILL,G.Skill Ripjaws 4,DDR4,3333,16.00000
1366,G.SKILL,G.Skill Ripjaws 4,DDR4,3400,16.00000
1378,G.SKILL,G.Skill Ripjaws V,DDR4,2133,8.00000
1389,G.SKILL,G.Skill Ripjaws V,DDR4,2133,16.00000
1399,G.SKILL,G.Skill Ripjaws V,DDR4,2133,32.00000
1409,G.SKILL,G.Skill Ripjaws V,DDR4,2133,64.00000
1379,G.SKILL,G.Skill Ripjaws V,DDR4,2400,8.00000
1390,G.SKILL,G.Skill Ripjaws V,DDR4,2400,16.00000
1400,G.SKILL,G.Skill Ripjaws V,DDR4,2400,32.00000
1410,G.SKILL,G.Skill Ripjaws V,DDR4,2400,64.00000
1380,G.SKILL,G.Skill Ripjaws V,DDR4,2666,8.00000
1391,G.SKILL,G.Skill Ripjaws V,DDR4,2666,16.00000
1401,G.SKILL,G.Skill Ripjaws V,DDR4,2666,32.00000
1411,G.SKILL,G.Skill Ripjaws V,DDR4,2666,64.00000
1381,G.SKILL,G.Skill Ripjaws V,DDR4,2800,8.00000
1392,G.SKILL,G.Skill Ripjaws V,DDR4,2800,16.00000
1402,G.SKILL,G.Skill Ripjaws V,DDR4,2800,32.00000
1412,G.SKILL,G.Skill Ripjaws V,DDR4,2800,64.00000
1382,G.SKILL,G.Skill Ripjaws V,DDR4,3000,8.00000
1393,G.SKILL,G.Skill Ripjaws V,DDR4,3000,16.00000
1403,G.SKILL,G.Skill Ripjaws V,DDR4,3000,32.00000
1413,G.SKILL,G.Skill Ripjaws V,DDR4,3000,64.00000
1417,G.SKILL,G.Skill Ripjaws V,DDR4,3000,128.00000
1383,G.SKILL,G.Skill Ripjaws V,DDR4,3200,8.00000
1394,G.SKILL,G.Skill Ripjaws V,DDR4,3200,16.00000
1404,G.SKILL,G.Skill Ripjaws V,DDR4,3200,32.00000
1414,G.SKILL,G.Skill Ripjaws V,DDR4,3200,64.00000
1395,G.SKILL,G.Skill Ripjaws V,DDR4,3333,16.00000
1405,G.SKILL,G.Skill Ripjaws V,DDR4,3333,32.00000
1415,G.SKILL,G.Skill Ripjaws V,DDR4,3333,64.00000
1396,G.SKILL,G.Skill Ripjaws V,DDR4,3400,16.00000
1406,G.SKILL,G.Skill Ripjaws V,DDR4,3400,32.00000
1416,G.SKILL,G.Skill Ripjaws V,DDR4,3400,64.00000
1384,G.SKILL,G.Skill Ripjaws V,DDR4,3466,8.00000
1397,G.SKILL,G.Skill Ripjaws V,DDR4,3466,16.00000
1407,G.SKILL,G.Skill Ripjaws V,DDR4,3466,32.00000
1385,G.SKILL,G.Skill Ripjaws V,DDR4,3600,8.00000
1398,G.SKILL,G.Skill Ripjaws V,DDR4,3600,16.00000
1408,G.SKILL,G.Skill Ripjaws V,DDR4,3600,32.00000
1386,G.SKILL,G.Skill Ripjaws V,DDR4,3733,8.00000
1387,G.SKILL,G.Skill Ripjaws V,DDR4,3866,8.00000
1388,G.SKILL,G.Skill Ripjaws V,DDR4,4000,8.00000
1418,G.SKILL,G.Skill Ripjaws X,DDR3,1333,4.00000
1423,G.SKILL,G.Skill Ripjaws X,DDR3,1333,8.00000
1429,G.SKILL,G.Skill Ripjaws X,DDR3,1333,16.00000
1435,G.SKILL,G.Skill Ripjaws X,DDR3,1333,32.00000
1419,G.SKILL,G.Skill Ripjaws X,DDR3,1600,4.00000
1424,G.SKILL,G.Skill Ripjaws X,DDR3,1600,8.00000
1430,G.SKILL,G.Skill Ripjaws X,DDR3,1600,16.00000
1436,G.SKILL,G.Skill Ripjaws X,DDR3,1600,32.00000
1420,G.SKILL,G.Skill Ripjaws X,DDR3,1866,4.00000
1425,G.SKILL,G.Skill Ripjaws X,DDR3,1866,8.00000
1431,G.SKILL,G.Skill Ripjaws X,DDR3,1866,16.00000
1437,G.SKILL,G.Skill Ripjaws X,DDR3,1866,32.00000
1421,G.SKILL,G.Skill Ripjaws X,DDR3,2133,4.00000
1426,G.SKILL,G.Skill Ripjaws X,DDR3,2133,8.00000
1432,G.SKILL,G.Skill Ripjaws X,DDR3,2133,16.00000
1438,G.SKILL,G.Skill Ripjaws X,DDR3,2133,32.00000
1422,G.SKILL,G.Skill Ripjaws X,DDR3,2200,4.00000
1427,G.SKILL,G.Skill Ripjaws X,DDR3,2200,8.00000
1433,G.SKILL,G.Skill Ripjaws X,DDR3,2200,16.00000
1428,G.SKILL,G.Skill Ripjaws X,DDR3,2400,8.00000
1434,G.SKILL,G.Skill Ripjaws X,DDR3,2400,16.00000
1439,G.SKILL,G.Skill Ripjaws X,DDR3,2400,32.00000
1440,G.SKILL,G.Skill Ripjaws X,DDR3L,1600,8.00000
1441,G.SKILL,G.Skill Ripjaws X,DDR3L,1600,16.00000
1455,G.SKILL,G.Skill Ripjaws Z,DDR3,1333,64.00000
1442,G.SKILL,G.Skill Ripjaws Z,DDR3,1600,8.00000
1445,G.SKILL,G.Skill Ripjaws Z,DDR3,1600,16.00000
1451,G.SKILL,G.Skill Ripjaws Z,DDR3,1600,32.00000
1456,G.SKILL,G.Skill Ripjaws Z,DDR3,1600,64.00000
1446,G.SKILL,G.Skill Ripjaws Z,DDR3,1866,16.00000
1452,G.SKILL,G.Skill Ripjaws Z,DDR3,1866,32.00000
1457,G.SKILL,G.Skill Ripjaws Z,DDR3,1866,64.00000
1443,G.SKILL,G.Skill Ripjaws Z,DDR3,2133,8.00000
1447,G.SKILL,G.Skill Ripjaws Z,DDR3,2133,16.00000
1453,G.SKILL,G.Skill Ripjaws Z,DDR3,2133,32.00000
1458,G.SKILL,G.Skill Ripjaws Z,DDR3,2133,64.00000
1444,G.SKILL,G.Skill Ripjaws Z,DDR3,2400,8.00000
1448,G.SKILL,G.Skill Ripjaws Z,DDR3,2400,16.00000
1454,G.SKILL,G.Skill Ripjaws Z,DDR3,2400,32.00000
1459,G.SKILL,G.Skill Ripjaws Z,DDR3,2400,64.00000
1449,G.SKILL,G.Skill Ripjaws Z,DDR3,2666,16.00000
1450,G.SKILL,G.Skill Ripjaws Z,DDR3,2933,16.00000
1460,G.SKILL,G.Skill Sa,DDR,333,1.00000
1461,G.SKILL,G.Skill Sa,DDR,400,1.00000
1462,G.SKILL,G.Skill Sa,DDR2,667,1.00000
1464,G.SKILL,G.Skill Sa,DDR2,667,2.00000
1465,G.SKILL,G.Skill Sa,DDR2,667,4.00000
1463,G.SKILL,G.Skill Sa,DDR2,800,1.00000
1466,G.SKILL,G.Skill Sa,DDR3,1333,8.00000
1467,G.SKILL,G.Skill Sa,DDR3L,1333,4.00000
1469,G.SKILL,G.Skill Sk,DDR2,667,2.00000
1471,G.SKILL,G.Skill Sk,DDR2,667,4.00000
1468,G.SKILL,G.Skill Sk,DDR2,800,1.00000
1470,G.SKILL,G.Skill Sk,DDR2,800,2.00000
1472,G.SKILL,G.Skill Sk,DDR3,1600,4.00000
1473,G.SKILL,G.Skill Sk,DDR3,1600,8.00000
1474,G.SKILL,G.Skill Sl,DDR3L,1333,4.00000
1476,G.SKILL,G.Skill Sl,DDR3L,1333,8.00000
1478,G.SKILL,G.Skill Sl,DDR3L,1333,16.00000
1475,G.SKILL,G.Skill Sl,DDR3L,1600,4.00000
1477,G.SKILL,G.Skill Sl,DDR3L,1600,8.00000
1479,G.SKILL,G.Skill Sl,DDR3L,1600,16.00000
1481,G.SKILL,G.Skill Sniper,DDR3,1333,8.00000
1480,G.SKILL,G.Skill Sniper,DDR3,1600,4.00000
1482,G.SKILL,G.Skill Sniper,DDR3,1600,8.00000
1486,G.SKILL,G.Skill Sniper,DDR3,1600,12.00000
1487,G.SKILL,G.Skill Sniper,DDR3,1600,16.00000
1491,G.SKILL,G.Skill Sniper,DDR3,1600,32.00000
1483,G.SKILL,G.Skill Sniper,DDR3,1866,8.00000
1488,G.SKILL,G.Skill Sniper,DDR3,1866,16.00000
1492,G.SKILL,G.Skill Sniper,DDR3,1866,32.00000
1484,G.SKILL,G.Skill Sniper,DDR3,2133,8.00000
1489,G.SKILL,G.Skill Sniper,DDR3,2133,16.00000
1493,G.SKILL,G.Skill Sniper,DDR3,2133,32.00000
1485,G.SKILL,G.Skill Sniper,DDR3,2400,8.00000
1490,G.SKILL,G.Skill Sniper,DDR3,2400,16.00000
1494,G.SKILL,G.Skill Sniper,DDR3,2400,32.00000
1495,G.SKILL,G.Skill Sniper,DDR3L,1600,8.00000
1496,G.SKILL,G.Skill Sniper,DDR3L,1600,16.00000
1497,G.SKILL,G.Skill Sniper,DDR3U,1600,8.00000
1498,G.SKILL,G.Skill Sniper,DDR3U,1600,12.00000
1499,G.SKILL,G.Skill Sniper Gaming,DDR3,1600,12.00000
1500,G.SKILL,G.Skill Sniper Gaming,DDR3,1600,16.00000
1503,G.SKILL,G.Skill Sniper Gaming,DDR3,1600,24.00000
1504,G.SKILL,G.Skill Sniper Gaming,DDR3,1600,32.00000
1501,G.SKILL,G.Skill Sniper Gaming,DDR3,1866,16.00000
1505,G.SKILL,G.Skill Sniper Gaming,DDR3,1866,32.00000
1502,G.SKILL,G.Skill Sniper Gaming,DDR3,2133,16.00000
1506,G.SKILL,G.Skill Sniper X,DDR4,2400,16.00000
1511,G.SKILL,G.Skill Sniper X,DDR4,2400,32.00000
1515,G.SKILL,G.Skill Sniper X,DDR4,2400,64.00000
1507,G.SKILL,G.Skill Sniper X,DDR4,2666,16.00000
1508,G.SKILL,G.Skill Sniper X,DDR4,3000,16.00000
1512,G.SKILL,G.Skill Sniper X,DDR4,3000,32.00000
1516,G.SKILL,G.Skill Sniper X,DDR4,3000,64.00000
1509,G.SKILL,G.Skill Sniper X,DDR4,3200,16.00000
1513,G.SKILL,G.Skill Sniper X,DDR4,3200,32.00000
1517,G.SKILL,G.Skill Sniper X,DDR4,3200,64.00000
1510,G.SKILL,G.Skill Sniper X,DDR4,3600,16.00000
1514,G.SKILL,G.Skill Sniper X,DDR4,3600,32.00000
1518,G.SKILL,G.Skill Sniper X,DDR4,3600,64.00000
1519,G.SKILL,G.Skill Sq,DDR2,667,1.00000
1521,G.SKILL,G.Skill Sq,DDR2,667,2.00000
1523,G.SKILL,G.Skill Sq,DDR2,667,4.00000
1525,G.SKILL,G.Skill Sq,DDR2,667,8.00000
1520,G.SKILL,G.Skill Sq,DDR2,800,1.00000
1522,G.SKILL,G.Skill Sq,DDR2,800,2.00000
1524,G.SKILL,G.Skill Sq,DDR2,800,4.00000
1526,G.SKILL,G.Skill Sq,DDR2,800,8.00000
1529,G.SKILL,G.Skill Sq,DDR3,1066,4.00000
1532,G.SKILL,G.Skill Sq,DDR3,1066,8.00000
1527,G.SKILL,G.Skill Sq,DDR3,1333,2.00000
1530,G.SKILL,G.Skill Sq,DDR3,1333,4.00000
1533,G.SKILL,G.Skill Sq,DDR3,1333,8.00000
1535,G.SKILL,G.Skill Sq,DDR3,1333,16.00000
1537,G.SKILL,G.Skill Sq,DDR3,1333,32.00000
1528,G.SKILL,G.Skill Sq,DDR3,1600,2.00000
1531,G.SKILL,G.Skill Sq,DDR3,1600,4.00000
1534,G.SKILL,G.Skill Sq,DDR3,1600,8.00000
1536,G.SKILL,G.Skill Sq,DDR3,1600,16.00000
1538,G.SKILL,G.Skill Trident,DDR3,1600,2.00000
1539,G.SKILL,G.Skill Trident,DDR3,1600,4.00000
1542,G.SKILL,G.Skill Trident,DDR3,1600,8.00000
1545,G.SKILL,G.Skill Trident,DDR3,1600,12.00000
1547,G.SKILL,G.Skill Trident,DDR3,1600,16.00000
1549,G.SKILL,G.Skill Trident,DDR3,1600,24.00000
1540,G.SKILL,G.Skill Trident,DDR3,2000,4.00000
1541,G.SKILL,G.Skill Trident,DDR3,2000,6.00000
1543,G.SKILL,G.Skill Trident,DDR3,2000,8.00000
1546,G.SKILL,G.Skill Trident,DDR3,2000,12.00000
1544,G.SKILL,G.Skill Trident,DDR3,2400,8.00000
1548,G.SKILL,G.Skill Trident,DDR3,2400,16.00000
1558,G.SKILL,G.Skill Trident X,DDR3,1333,16.00000
1559,G.SKILL,G.Skill Trident X,DDR3,1600,16.00000
1568,G.SKILL,G.Skill Trident X,DDR3,1600,32.00000
1560,G.SKILL,G.Skill Trident X,DDR3,1866,16.00000
1569,G.SKILL,G.Skill Trident X,DDR3,1866,32.00000
1561,G.SKILL,G.Skill Trident X,DDR3,2133,16.00000
1570,G.SKILL,G.Skill Trident X,DDR3,2133,32.00000
1550,G.SKILL,G.Skill Trident X,DDR3,2400,8.00000
1562,G.SKILL,G.Skill Trident X,DDR3,2400,16.00000
1571,G.SKILL,G.Skill Trident X,DDR3,2400,32.00000
1551,G.SKILL,G.Skill Trident X,DDR3,2600,8.00000
1563,G.SKILL,G.Skill Trident X,DDR3,2600,16.00000
1572,G.SKILL,G.Skill Trident X,DDR3,2600,32.00000
1552,G.SKILL,G.Skill Trident X,DDR3,2666,8.00000
1564,G.SKILL,G.Skill Trident X,DDR3,2666,16.00000
1573,G.SKILL,G.Skill Trident X,DDR3,2666,32.00000
1553,G.SKILL,G.Skill Trident X,DDR3,2800,8.00000
1565,G.SKILL,G.Skill Trident X,DDR3,2800,16.00000
1574,G.SKILL,G.Skill Trident X,DDR3,2800,32.00000
1554,G.SKILL,G.Skill Trident X,DDR3,2933,8.00000
1566,G.SKILL,G.Skill Trident X,DDR3,2933,16.00000
1555,G.SKILL,G.Skill Trident X,DDR3,3000,8.00000
1567,G.SKILL,G.Skill Trident X,DDR3,3000,16.00000
1556,G.SKILL,G.Skill Trident X,DDR3,3100,8.00000
1557,G.SKILL,G.Skill Trident X,DDR3,3200,8.00000
1575,G.SKILL,G.Skill Trident X,DDR4,2800,32.00000
1586,G.SKILL,G.Skill Trident Z,DDR4,2400,16.00000
1604,G.SKILL,G.Skill Trident Z,DDR4,2400,32.00000
1620,G.SKILL,G.Skill Trident Z,DDR4,2400,64.00000
1632,G.SKILL,G.Skill Trident Z,DDR4,2400,128.00000
1587,G.SKILL,G.Skill Trident Z,DDR4,2666,16.00000
1605,G.SKILL,G.Skill Trident Z,DDR4,2666,32.00000
1576,G.SKILL,G.Skill Trident Z,DDR4,2800,8.00000
1588,G.SKILL,G.Skill Trident Z,DDR4,2800,16.00000
1606,G.SKILL,G.Skill Trident Z,DDR4,2800,32.00000
1589,G.SKILL,G.Skill Trident Z,DDR4,2933,16.00000
1607,G.SKILL,G.Skill Trident Z,DDR4,2933,32.00000
1621,G.SKILL,G.Skill Trident Z,DDR4,2933,64.00000
1633,G.SKILL,G.Skill Trident Z,DDR4,2933,128.00000
1577,G.SKILL,G.Skill Trident Z,DDR4,3000,8.00000
1590,G.SKILL,G.Skill Trident Z,DDR4,3000,16.00000
1608,G.SKILL,G.Skill Trident Z,DDR4,3000,32.00000
1622,G.SKILL,G.Skill Trident Z,DDR4,3000,64.00000
1634,G.SKILL,G.Skill Trident Z,DDR4,3000,128.00000
1578,G.SKILL,G.Skill Trident Z,DDR4,3200,8.00000
1591,G.SKILL,G.Skill Trident Z,DDR4,3200,16.00000
1609,G.SKILL,G.Skill Trident Z,DDR4,3200,32.00000
1623,G.SKILL,G.Skill Trident Z,DDR4,3200,64.00000
1635,G.SKILL,G.Skill Trident Z,DDR4,3200,128.00000
1610,G.SKILL,G.Skill Trident Z,DDR4,3300,32.00000
1624,G.SKILL,G.Skill Trident Z,DDR4,3300,64.00000
1636,G.SKILL,G.Skill Trident Z,DDR4,3300,128.00000
1592,G.SKILL,G.Skill Trident Z,DDR4,3333,16.00000
1611,G.SKILL,G.Skill Trident Z,DDR4,3333,32.00000
1625,G.SKILL,G.Skill Trident Z,DDR4,3333,64.00000
1637,G.SKILL,G.Skill Trident Z,DDR4,3333,128.00000
1593,G.SKILL,G.Skill Trident Z,DDR4,3400,16.00000
1612,G.SKILL,G.Skill Trident Z,DDR4,3400,32.00000
1626,G.SKILL,G.Skill Trident Z,DDR4,3400,64.00000
1579,G.SKILL,G.Skill Trident Z,DDR4,3466,8.00000
1594,G.SKILL,G.Skill Trident Z,DDR4,3466,16.00000
1613,G.SKILL,G.Skill Trident Z,DDR4,3466,32.00000
1627,G.SKILL,G.Skill Trident Z,DDR4,3466,64.00000
1638,G.SKILL,G.Skill Trident Z,DDR4,3466,128.00000
1580,G.SKILL,G.Skill Trident Z,DDR4,3600,8.00000
1595,G.SKILL,G.Skill Trident Z,DDR4,3600,16.00000
1614,G.SKILL,G.Skill Trident Z,DDR4,3600,32.00000
1628,G.SKILL,G.Skill Trident Z,DDR4,3600,64.00000
1639,G.SKILL,G.Skill Trident Z,DDR4,3600,128.00000
1581,G.SKILL,G.Skill Trident Z,DDR4,3733,8.00000
1596,G.SKILL,G.Skill Trident Z,DDR4,3733,16.00000
1615,G.SKILL,G.Skill Trident Z,DDR4,3733,32.00000
1629,G.SKILL,G.Skill Trident Z,DDR4,3733,64.00000
1582,G.SKILL,G.Skill Trident Z,DDR4,3866,8.00000
1597,G.SKILL,G.Skill Trident Z,DDR4,3866,16.00000
1616,G.SKILL,G.Skill Trident Z,DDR4,3866,32.00000
1640,G.SKILL,G.Skill Trident Z,DDR4,3866,128.00000
1583,G.SKILL,G.Skill Trident Z,DDR4,4000,8.00000
1598,G.SKILL,G.Skill Trident Z,DDR4,4000,16.00000
1617,G.SKILL,G.Skill Trident Z,DDR4,4000,32.00000
1630,G.SKILL,G.Skill Trident Z,DDR4,4000,64.00000
1584,G.SKILL,G.Skill Trident Z,DDR4,4133,8.00000
1599,G.SKILL,G.Skill Trident Z,DDR4,4133,16.00000
1618,G.SKILL,G.Skill Trident Z,DDR4,4133,32.00000
1631,G.SKILL,G.Skill Trident Z,DDR4,4200,64.00000
1585,G.SKILL,G.Skill Trident Z,DDR4,4266,8.00000
1600,G.SKILL,G.Skill Trident Z,DDR4,4266,16.00000
1619,G.SKILL,G.Skill Trident Z,DDR4,4266,32.00000
1601,G.SKILL,G.Skill Trident Z,DDR4,4400,16.00000
1602,G.SKILL,G.Skill Trident Z,DDR4,4500,16.00000
1603,G.SKILL,G.Skill Trident Z,DDR4,4600,16.00000
1641,G.SKILL,G.Skill Value,DDR2,800,1.00000
1642,G.SKILL,G.Skill Value,DDR2,800,2.00000
1643,G.SKILL,G.Skill Value,DDR2,800,8.00000
1644,G.SKILL,G.Skill Value,DDR3,1333,4.00000
1646,G.SKILL,G.Skill Value,DDR3,1333,6.00000
1647,G.SKILL,G.Skill Value,DDR3,1333,8.00000
1649,G.SKILL,G.Skill Value,DDR3,1333,12.00000
1650,G.SKILL,G.Skill Value,DDR3,1333,16.00000
1645,G.SKILL,G.Skill Value,DDR3,1600,4.00000
1648,G.SKILL,G.Skill Value,DDR3,1600,8.00000
1651,G.SKILL,G.Skill Value,DDR3,1600,16.00000
1652,G.SKILL,G.Skill Value,DDR4,2133,4.00000
1654,G.SKILL,G.Skill Value,DDR4,2133,8.00000
1656,G.SKILL,G.Skill Value,DDR4,2133,16.00000
1658,G.SKILL,G.Skill Value,DDR4,2133,32.00000
1653,G.SKILL,G.Skill Value,DDR4,2400,4.00000
1655,G.SKILL,G.Skill Value,DDR4,2400,8.00000
1657,G.SKILL,G.Skill Value,DDR4,2400,16.00000
1659,G.SKILL,G.Skill Value,DDR4,2400,32.00000
1660,G.SKILL,G.Skill Value Ns,DDR3,1333,4.00000
1661,G.SKILL,G.Skill Value Nt,DDR3,1600,4.00000
1662,G.SKILL,G.Skill Value Nt,DDR4,2133,8.00000
1663,G.SKILL,G.Skill Value Nt,DDR4,2133,16.00000
1664,G.SKILL,G.Skill Value Nt,DDR4,2133,32.00000
1665,GALAX,Galax Hof,DDR4,3200,16.00000
1666,GALAX,Galax Hof,DDR4,3600,16.00000
1667,GALAX,Galax Hof,DDR4,4000,16.00000
1668,GALAX/KFA2,Galax Hof,DDR4,3200,16.00000
1669,GALAX/KFA2,Galax Hof,DDR4,3600,16.00000
1670,GEIL,Geil,DDR2,533,1.00000
1671,GEIL,Geil,DDR2,667,2.00000
1672,GEIL,Geil,DDR2,800,2.00000
1674,GEIL,Geil,DDR3,1066,4.00000
1677,GEIL,Geil,DDR3,1066,8.00000
1673,GEIL,Geil,DDR3,1333,2.00000
1675,GEIL,Geil,DDR3,1333,4.00000
1678,GEIL,Geil,DDR3,1333,8.00000
1682,GEIL,Geil,DDR3,1333,16.00000
1676,GEIL,Geil,DDR3,1600,4.00000
1679,GEIL,Geil,DDR3,1600,8.00000
1683,GEIL,Geil,DDR3,1600,16.00000
1680,GEIL,Geil,DDR3,1866,8.00000
1681,GEIL,Geil,DDR3,3000,8.00000
1684,GEIL,Geil,DDR4,2133,4.00000
1686,GEIL,Geil,DDR4,2133,8.00000
1687,GEIL,Geil,DDR4,2133,16.00000
1693,GEIL,Geil,DDR4,2133,32.00000
1685,GEIL,Geil,DDR4,2400,4.00000
1688,GEIL,Geil,DDR4,2400,16.00000
1694,GEIL,Geil,DDR4,2400,32.00000
1698,GEIL,Geil,DDR4,2400,64.00000
1700,GEIL,Geil,DDR4,2400,128.00000
1689,GEIL,Geil,DDR4,2666,16.00000
1695,GEIL,Geil,DDR4,2666,32.00000
1690,GEIL,Geil,DDR4,2800,16.00000
1696,GEIL,Geil,DDR4,2800,32.00000
1691,GEIL,Geil,DDR4,3000,16.00000
1697,GEIL,Geil,DDR4,3000,32.00000
1699,GEIL,Geil,DDR4,3000,64.00000
1692,GEIL,Geil,DDR4,3200,16.00000
1701,GEIL,Geil Dragon,DDR3,1066,4.00000
1702,GEIL,Geil Dragon,DDR3,1333,4.00000
1704,GEIL,Geil Dragon,DDR3,1333,8.00000
1706,GEIL,Geil Dragon,DDR3,1333,12.00000
1707,GEIL,Geil Dragon,DDR3,1333,16.00000
1709,GEIL,Geil Dragon,DDR3,1333,32.00000
1703,GEIL,Geil Dragon,DDR3,1600,4.00000
1705,GEIL,Geil Dragon,DDR3,1600,8.00000
1708,GEIL,Geil Dragon,DDR3,1600,16.00000
1710,GEIL,Geil Dragon,DDR4,2133,8.00000
1718,GEIL,Geil Dragon,DDR4,2133,16.00000
1725,GEIL,Geil Dragon,DDR4,2133,32.00000
1711,GEIL,Geil Dragon,DDR4,2400,8.00000
1719,GEIL,Geil Dragon,DDR4,2400,16.00000
1726,GEIL,Geil Dragon,DDR4,2400,32.00000
1720,GEIL,Geil Dragon,DDR4,2800,16.00000
1727,GEIL,Geil Dragon,DDR4,2800,32.00000
1728,GEIL,Geil Dragon,DDR4,3000,32.00000
1721,GEIL,Geil Dragon,DDR4,3200,16.00000
1712,GEIL,Geil Dragon,DDR4,3333,8.00000
1713,GEIL,Geil Dragon,DDR4,3466,8.00000
1722,GEIL,Geil Dragon,DDR4,3466,16.00000
1714,GEIL,Geil Dragon,DDR4,3600,8.00000
1723,GEIL,Geil Dragon,DDR4,3600,16.00000
1715,GEIL,Geil Dragon,DDR4,3866,8.00000
1716,GEIL,Geil Dragon,DDR4,4000,8.00000
1724,GEIL,Geil Dragon,DDR4,4000,16.00000
1717,GEIL,Geil Dragon,DDR4,4133,8.00000
1729,GEIL,Geil Enhance Corsa,DDR3,1333,4.00000
1731,GEIL,Geil Enhance Corsa,DDR3,1333,8.00000
1733,GEIL,Geil Enhance Corsa,DDR3,1333,16.00000
1730,GEIL,Geil Enhance Corsa,DDR3,1600,4.00000
1732,GEIL,Geil Enhance Corsa,DDR3,1600,8.00000
1734,GEIL,Geil Enhance Corsa,DDR3,1600,16.00000
1735,GEIL,Geil Evo Corsa,DDR3,1333,8.00000
1740,GEIL,Geil Evo Corsa,DDR3,1333,16.00000
1745,GEIL,Geil Evo Corsa,DDR3,1333,32.00000
1750,GEIL,Geil Evo Corsa,DDR3,1333,64.00000
1736,GEIL,Geil Evo Corsa,DDR3,1600,8.00000
1741,GEIL,Geil Evo Corsa,DDR3,1600,16.00000
1746,GEIL,Geil Evo Corsa,DDR3,1600,32.00000
1751,GEIL,Geil Evo Corsa,DDR3,1600,64.00000
1737,GEIL,Geil Evo Corsa,DDR3,1866,8.00000
1742,GEIL,Geil Evo Corsa,DDR3,1866,16.00000
1747,GEIL,Geil Evo Corsa,DDR3,1866,32.00000
1738,GEIL,Geil Evo Corsa,DDR3,2133,8.00000
1743,GEIL,Geil Evo Corsa,DDR3,2133,16.00000
1748,GEIL,Geil Evo Corsa,DDR3,2133,32.00000
1739,GEIL,Geil Evo Corsa,DDR3,2400,8.00000
1744,GEIL,Geil Evo Corsa,DDR3,2400,16.00000
1749,GEIL,Geil Evo Corsa,DDR3,2400,32.00000
1752,GEIL,Geil Evo Forza,DDR4,2133,8.00000
1755,GEIL,Geil Evo Forza,DDR4,2133,16.00000
1759,GEIL,Geil Evo Forza,DDR4,2133,32.00000
1753,GEIL,Geil Evo Forza,DDR4,2400,8.00000
1756,GEIL,Geil Evo Forza,DDR4,2400,16.00000
1760,GEIL,Geil Evo Forza,DDR4,2400,32.00000
1754,GEIL,Geil Evo Forza,DDR4,2666,8.00000
1757,GEIL,Geil Evo Forza,DDR4,2666,16.00000
